Input,Score,PPI
8cyi-model-48,0.298,8cyi-model-48_A_Z
8cyi-model-49,0.6695,8cyi-model-49_A_Z
8cyi-model-5,0.0901,8cyi-model-5_A_Z
8cyi-model-50,0.2274,8cyi-model-50_A_Z
8cyi-model-51,0.1261,8cyi-model-51_A_Z
8cyi-model-52,0.2274,8cyi-model-52_A_Z
8cyi-model-53,0.1031,8cyi-model-53_A_Z
8cyi-model-54,0.0911,8cyi-model-54_A_Z
8cyi-model-55,0.1316,8cyi-model-55_A_Z
8cyi-model-56,0.5419,8cyi-model-56_A_Z
8cyi-model-57,0.223,8cyi-model-57_A_Z
8cyi-model-58,0.2274,8cyi-model-58_A_Z
8cyi-model-59,0.2274,8cyi-model-59_A_Z
8cyi-model-6,0.2373,8cyi-model-6_A_Z
8cyi-model-60,0.14,8cyi-model-60_A_Z
8cyi-model-61,0.1179,8cyi-model-61_A_Z
8cyi-model-62,0.1357,8cyi-model-62_A_Z
8cyi-model-63,0.0723,8cyi-model-63_A_Z
8cyi-model-64,0.2317,8cyi-model-64_A_Z
8cyi-model-65,0.2274,8cyi-model-65_A_Z
8cyi-model-66,0.178,8cyi-model-66_A_Z
8cyi-model-67,0.1113,8cyi-model-67_A_Z
8cyi-model-68,0.1586,8cyi-model-68_A_Z
8cyi-model-69,0.5295,8cyi-model-69_A_Z
8cyi-model-7,0.0605,8cyi-model-7_A_Z
8cyi-model-70,0.128,8cyi-model-70_A_Z
8cyi-model-71,0.0868,8cyi-model-71_A_Z
8cyi-model-72,0.2077,8cyi-model-72_A_Z
8cyi-model-73,0.3958,8cyi-model-73_A_Z
8cyi-model-74,0.441,8cyi-model-74_A_Z
8cyi-model-75,0.2217,8cyi-model-75_A_Z
8cyi-model-76,0.2608,8cyi-model-76_A_Z
8cyi-model-77,0.2274,8cyi-model-77_A_Z
8cyi-model-78,0.4032,8cyi-model-78_A_Z
8cyi-model-79,0.2787,8cyi-model-79_A_Z
8cyi-model-8,0.1254,8cyi-model-8_A_Z
8cyi-model-80,0.1518,8cyi-model-80_A_Z
8cyi-model-81,0.1986,8cyi-model-81_A_Z
8cyi-model-82,0.1318,8cyi-model-82_A_Z
8cyi-model-83,0.2513,8cyi-model-83_A_Z
8cyi-model-84,0.2274,8cyi-model-84_A_Z
8cyi-model-85,0.1605,8cyi-model-85_A_Z
8cyi-model-86,0.2274,8cyi-model-86_A_Z
8cyi-model-87,0.2274,8cyi-model-87_A_Z
8cyi-model-88,0.2274,8cyi-model-88_A_Z
8cyi-model-89,0.1056,8cyi-model-89_A_Z
8cyi-model-9,0.1184,8cyi-model-9_A_Z
8cyi-model-90,0.2274,8cyi-model-90_A_Z
8cyi-model-91,0.065,8cyi-model-91_A_Z
8cyi-model-92,0.0932,8cyi-model-92_A_Z
8cyi-model-93,0.2274,8cyi-model-93_A_Z
8cyi-model-94,0.2274,8cyi-model-94_A_Z
8cyi-model-95,0.1294,8cyi-model-95_A_Z
8cyi-model-96,0.0896,8cyi-model-96_A_Z
8cyi-model-97,0.2175,8cyi-model-97_A_Z
8cyi-model-98,0.2664,8cyi-model-98_A_Z
8cyi-model-99,0.2184,8cyi-model-99_A_Z
8d58-model-1,0.2274,8d58-model-1_A_Z
8d58-model-10,0.1773,8d58-model-10_A_Z
8d58-model-100,0.2274,8d58-model-100_A_Z
8d58-model-11,0.1901,8d58-model-11_A_Z
8d58-model-12,0.1492,8d58-model-12_A_Z
8d58-model-13,0.2274,8d58-model-13_A_Z
8d58-model-14,0.2176,8d58-model-14_A_Z
8d58-model-15,0.2644,8d58-model-15_A_Z
8d58-model-16,0.2274,8d58-model-16_A_Z
8d58-model-17,0.2274,8d58-model-17_A_Z
8d58-model-18,0.1389,8d58-model-18_A_Z
8d58-model-19,0.2274,8d58-model-19_A_Z
8d58-model-2,0.2274,8d58-model-2_A_Z
8d58-model-20,0.2274,8d58-model-20_A_Z
8d58-model-21,0.232,8d58-model-21_A_Z
8d58-model-22,0.2274,8d58-model-22_A_Z
8d58-model-23,0.2274,8d58-model-23_A_Z
8d58-model-24,0.1528,8d58-model-24_A_Z
8d58-model-25,0.2274,8d58-model-25_A_Z
8d58-model-26,0.2274,8d58-model-26_A_Z
8d58-model-27,0.2274,8d58-model-27_A_Z
8d58-model-28,0.2274,8d58-model-28_A_Z
8d58-model-29,0.2361,8d58-model-29_A_Z
8d58-model-3,0.2296,8d58-model-3_A_Z
8d58-model-30,0.2274,8d58-model-30_A_Z
8d58-model-31,0.2274,8d58-model-31_A_Z
8d58-model-32,0.2274,8d58-model-32_A_Z
8d58-model-33,0.2297,8d58-model-33_A_Z
8d58-model-34,0.0943,8d58-model-34_A_Z
8d58-model-35,0.2274,8d58-model-35_A_Z
8d58-model-36,0.2274,8d58-model-36_A_Z
8d58-model-37,0.2274,8d58-model-37_A_Z
8d58-model-38,0.2274,8d58-model-38_A_Z
8d58-model-39,0.2274,8d58-model-39_A_Z
8d58-model-4,0.2274,8d58-model-4_A_Z
8d58-model-40,0.2333,8d58-model-40_A_Z
8d58-model-41,0.2274,8d58-model-41_A_Z
8d58-model-42,0.2274,8d58-model-42_A_Z
8d58-model-43,0.2274,8d58-model-43_A_Z
8d58-model-44,0.1735,8d58-model-44_A_Z
8d58-model-45,0.2274,8d58-model-45_A_Z
8d58-model-46,0.2274,8d58-model-46_A_Z
8d58-model-47,0.2274,8d58-model-47_A_Z
8d58-model-48,0.2274,8d58-model-48_A_Z
8d58-model-49,0.2274,8d58-model-49_A_Z
8d58-model-5,0.2182,8d58-model-5_A_Z
8d58-model-50,0.2274,8d58-model-50_A_Z
8d58-model-51,0.2114,8d58-model-51_A_Z
8d58-model-52,0.2274,8d58-model-52_A_Z
8d58-model-53,0.2274,8d58-model-53_A_Z
8d58-model-54,0.2274,8d58-model-54_A_Z
8d58-model-55,0.2274,8d58-model-55_A_Z
8d58-model-56,0.2422,8d58-model-56_A_Z
8d58-model-57,0.2341,8d58-model-57_A_Z
8d58-model-58,0.2274,8d58-model-58_A_Z
8d58-model-59,0.2406,8d58-model-59_A_Z
8d58-model-6,0.2274,8d58-model-6_A_Z
8d58-model-60,0.2274,8d58-model-60_A_Z
8d58-model-61,0.109,8d58-model-61_A_Z
8d58-model-62,0.1725,8d58-model-62_A_Z
8d58-model-63,0.2274,8d58-model-63_A_Z
8d58-model-64,0.2274,8d58-model-64_A_Z
8d58-model-65,0.2274,8d58-model-65_A_Z
8d58-model-66,0.2274,8d58-model-66_A_Z
8d58-model-67,0.2274,8d58-model-67_A_Z
8d58-model-68,0.2274,8d58-model-68_A_Z
8d58-model-69,0.2274,8d58-model-69_A_Z
8d58-model-7,0.2274,8d58-model-7_A_Z
8d58-model-70,0.2274,8d58-model-70_A_Z
8d58-model-71,0.2274,8d58-model-71_A_Z
8d58-model-72,0.2274,8d58-model-72_A_Z
8d58-model-73,0.2274,8d58-model-73_A_Z
8d58-model-74,0.2274,8d58-model-74_A_Z
8d58-model-75,0.2274,8d58-model-75_A_Z
8d58-model-76,0.2336,8d58-model-76_A_Z
8d58-model-77,0.2274,8d58-model-77_A_Z
8d58-model-78,0.2274,8d58-model-78_A_Z
8d58-model-79,0.2274,8d58-model-79_A_Z
8d58-model-8,0.2274,8d58-model-8_A_Z
8d58-model-80,0.0732,8d58-model-80_A_Z
8d58-model-81,0.2274,8d58-model-81_A_Z
8d58-model-82,0.2274,8d58-model-82_A_Z
8d58-model-83,0.2274,8d58-model-83_A_Z
8d58-model-84,0.5008,8d58-model-84_A_Z
8d58-model-85,0.2274,8d58-model-85_A_Z
8d58-model-86,0.2274,8d58-model-86_A_Z
8d58-model-87,0.2274,8d58-model-87_A_Z
8d58-model-88,0.2274,8d58-model-88_A_Z
8d58-model-89,0.1284,8d58-model-89_A_Z
8d58-model-9,0.2274,8d58-model-9_A_Z
8d58-model-90,0.1623,8d58-model-90_A_Z
8d58-model-91,0.2258,8d58-model-91_A_Z
8d58-model-92,0.2325,8d58-model-92_A_Z
8d58-model-93,0.2274,8d58-model-93_A_Z
8d58-model-94,0.2401,8d58-model-94_A_Z
8d58-model-95,0.2233,8d58-model-95_A_Z
8d58-model-96,0.1972,8d58-model-96_A_Z
8d58-model-97,0.2274,8d58-model-97_A_Z
8d58-model-98,0.0924,8d58-model-98_A_Z
8d58-model-99,0.2286,8d58-model-99_A_Z
8dy1-model-1,0.2516,8dy1-model-1_A_Z
8dy1-model-10,0.0875,8dy1-model-10_A_Z
8dy1-model-100,0.202,8dy1-model-100_A_Z
8dy1-model-11,0.1548,8dy1-model-11_A_Z
8dy1-model-12,0.2274,8dy1-model-12_A_Z
8dy1-model-13,0.0799,8dy1-model-13_A_Z
8dy1-model-14,0.1028,8dy1-model-14_A_Z
8dy1-model-15,0.0756,8dy1-model-15_A_Z
8dy1-model-16,0.0856,8dy1-model-16_A_Z
8dy1-model-17,0.2274,8dy1-model-17_A_Z
8dy1-model-18,0.2274,8dy1-model-18_A_Z
8dy1-model-19,0.3075,8dy1-model-19_A_Z
8dy1-model-2,0.1137,8dy1-model-2_A_Z
8dy1-model-20,0.1394,8dy1-model-20_A_Z
8dy1-model-21,0.2022,8dy1-model-21_A_Z
8dy1-model-22,0.6934,8dy1-model-22_A_Z
8dy1-model-23,0.1923,8dy1-model-23_A_Z
8dy1-model-24,0.2097,8dy1-model-24_A_Z
8dy1-model-25,0.2274,8dy1-model-25_A_Z
8dy1-model-26,0.067,8dy1-model-26_A_Z
8dy1-model-27,0.0809,8dy1-model-27_A_Z
8dy1-model-28,0.7377,8dy1-model-28_A_Z
8dy1-model-29,0.1733,8dy1-model-29_A_Z
8dy1-model-3,0.2274,8dy1-model-3_A_Z
8dy1-model-30,0.2274,8dy1-model-30_A_Z
8dy1-model-31,0.1897,8dy1-model-31_A_Z
8dy1-model-32,0.1614,8dy1-model-32_A_Z
8dy1-model-33,0.1031,8dy1-model-33_A_Z
8dy1-model-34,0.2069,8dy1-model-34_A_Z
8dy1-model-35,0.1265,8dy1-model-35_A_Z
8dy1-model-36,0.1561,8dy1-model-36_A_Z
8dy1-model-37,0.1677,8dy1-model-37_A_Z
8dy1-model-38,0.1044,8dy1-model-38_A_Z
8dy1-model-39,0.2274,8dy1-model-39_A_Z
8dy1-model-4,0.2274,8dy1-model-4_A_Z
8dy1-model-40,0.2274,8dy1-model-40_A_Z
8dy1-model-41,0.1135,8dy1-model-41_A_Z
8dy1-model-42,0.1557,8dy1-model-42_A_Z
8dy1-model-43,0.0802,8dy1-model-43_A_Z
8dy1-model-44,0.1496,8dy1-model-44_A_Z
8dy1-model-45,0.1437,8dy1-model-45_A_Z
8dy1-model-46,0.2274,8dy1-model-46_A_Z
8dy1-model-47,0.0836,8dy1-model-47_A_Z
8dy1-model-48,0.2084,8dy1-model-48_A_Z
8dy1-model-49,0.2274,8dy1-model-49_A_Z
8dy1-model-5,0.14,8dy1-model-5_A_Z
8dy1-model-50,0.1018,8dy1-model-50_A_Z
8dy1-model-51,0.1032,8dy1-model-51_A_Z
8dy1-model-52,0.1725,8dy1-model-52_A_Z
8dy1-model-53,0.2274,8dy1-model-53_A_Z
8dy1-model-54,0.2274,8dy1-model-54_A_Z
8dy1-model-55,0.2928,8dy1-model-55_A_Z
8dy1-model-56,0.1626,8dy1-model-56_A_Z
8dy1-model-57,0.1156,8dy1-model-57_A_Z
8dy1-model-58,0.1039,8dy1-model-58_A_Z
8dy1-model-59,0.2274,8dy1-model-59_A_Z
8dy1-model-6,0.1278,8dy1-model-6_A_Z
8dy1-model-60,0.0886,8dy1-model-60_A_Z
8dy1-model-61,0.0926,8dy1-model-61_A_Z
8dy1-model-62,0.1433,8dy1-model-62_A_Z
8dy1-model-63,0.097,8dy1-model-63_A_Z
8dy1-model-64,0.2274,8dy1-model-64_A_Z
8dy1-model-65,0.2274,8dy1-model-65_A_Z
8dy1-model-66,0.2274,8dy1-model-66_A_Z
8dy1-model-67,0.1303,8dy1-model-67_A_Z
8dy1-model-68,0.2274,8dy1-model-68_A_Z
8dy1-model-69,0.0953,8dy1-model-69_A_Z
8dy1-model-7,0.2417,8dy1-model-7_A_Z
8dy1-model-70,0.1753,8dy1-model-70_A_Z
8dy1-model-71,0.1316,8dy1-model-71_A_Z
8dy1-model-72,0.0866,8dy1-model-72_A_Z
8dy1-model-73,0.1292,8dy1-model-73_A_Z
8dy1-model-74,0.0684,8dy1-model-74_A_Z
8dy1-model-75,0.2274,8dy1-model-75_A_Z
8dy1-model-76,0.0924,8dy1-model-76_A_Z
8dy1-model-77,0.1989,8dy1-model-77_A_Z
8dy1-model-78,0.1179,8dy1-model-78_A_Z
8dy1-model-79,0.1907,8dy1-model-79_A_Z
8dy1-model-8,0.1386,8dy1-model-8_A_Z
8dy1-model-80,0.0888,8dy1-model-80_A_Z
8dy1-model-81,0.2274,8dy1-model-81_A_Z
8dy1-model-82,0.2343,8dy1-model-82_A_Z
8dy1-model-83,0.1397,8dy1-model-83_A_Z
8dy1-model-84,0.2274,8dy1-model-84_A_Z
8dy1-model-85,0.1918,8dy1-model-85_A_Z
8dy1-model-86,0.2274,8dy1-model-86_A_Z
8dy1-model-87,0.2274,8dy1-model-87_A_Z
8dy1-model-88,0.1242,8dy1-model-88_A_Z
8dy1-model-89,0.1516,8dy1-model-89_A_Z
8dy1-model-9,0.1873,8dy1-model-9_A_Z
8dy1-model-90,0.1128,8dy1-model-90_A_Z
8dy1-model-91,0.1667,8dy1-model-91_A_Z
8dy1-model-92,0.094,8dy1-model-92_A_Z
8dy1-model-93,0.2274,8dy1-model-93_A_Z
8dy1-model-94,0.2274,8dy1-model-94_A_Z
8dy1-model-95,0.1185,8dy1-model-95_A_Z
8dy1-model-96,0.1188,8dy1-model-96_A_Z
8dy1-model-97,0.1203,8dy1-model-97_A_Z
8dy1-model-98,0.0437,8dy1-model-98_A_Z
8dy1-model-99,0.0865,8dy1-model-99_A_Z
8e0e-model-1,0.2306,8e0e-model-1_A_Z
8e0e-model-10,0.2189,8e0e-model-10_A_Z
8e0e-model-100,0.0861,8e0e-model-100_A_Z
8e0e-model-11,0.2207,8e0e-model-11_A_Z
8e0e-model-12,0.1324,8e0e-model-12_A_Z
8e0e-model-13,0.16,8e0e-model-13_A_Z
8e0e-model-14,0.4937,8e0e-model-14_A_Z
8e0e-model-15,0.1376,8e0e-model-15_A_Z
8e0e-model-16,0.4285,8e0e-model-16_A_Z
8e0e-model-17,0.1993,8e0e-model-17_A_Z
8e0e-model-18,0.2878,8e0e-model-18_A_Z
8e0e-model-19,0.1592,8e0e-model-19_A_Z
8e0e-model-2,0.2058,8e0e-model-2_A_Z
8e0e-model-20,0.2204,8e0e-model-20_A_Z
8e0e-model-21,0.2522,8e0e-model-21_A_Z
8e0e-model-22,0.4285,8e0e-model-22_A_Z
8e0e-model-23,0.2612,8e0e-model-23_A_Z
8e0e-model-24,0.2054,8e0e-model-24_A_Z
8e0e-model-25,0.2647,8e0e-model-25_A_Z
8e0e-model-26,0.1282,8e0e-model-26_A_Z
8e0e-model-27,0.103,8e0e-model-27_A_Z
8e0e-model-28,0.0914,8e0e-model-28_A_Z
8e0e-model-29,0.2299,8e0e-model-29_A_Z
8e0e-model-3,0.1621,8e0e-model-3_A_Z
8e0e-model-30,0.1141,8e0e-model-30_A_Z
8e0e-model-31,0.0932,8e0e-model-31_A_Z
8e0e-model-32,0.2671,8e0e-model-32_A_Z
8e0e-model-33,0.1987,8e0e-model-33_A_Z
8e0e-model-34,0.6773,8e0e-model-34_A_Z
8e0e-model-35,0.2178,8e0e-model-35_A_Z
8e0e-model-36,0.06,8e0e-model-36_A_Z
8e0e-model-37,0.2236,8e0e-model-37_A_Z
8e0e-model-38,0.1612,8e0e-model-38_A_Z
8e0e-model-39,0.2396,8e0e-model-39_A_Z
8e0e-model-4,0.2407,8e0e-model-4_A_Z
8e0e-model-40,0.2031,8e0e-model-40_A_Z
8e0e-model-41,0.256,8e0e-model-41_A_Z
8e0e-model-42,0.4719,8e0e-model-42_A_Z
8e0e-model-43,0.1735,8e0e-model-43_A_Z
8e0e-model-44,0.1008,8e0e-model-44_A_Z
8e0e-model-45,0.0811,8e0e-model-45_A_Z
8e0e-model-46,0.1049,8e0e-model-46_A_Z
8e0e-model-47,0.5889,8e0e-model-47_A_Z
8e0e-model-48,0.1158,8e0e-model-48_A_Z
8e0e-model-49,0.2341,8e0e-model-49_A_Z
8e0e-model-5,0.0806,8e0e-model-5_A_Z
8e0e-model-50,0.2338,8e0e-model-50_A_Z
8e0e-model-51,0.1595,8e0e-model-51_A_Z
8e0e-model-52,0.1289,8e0e-model-52_A_Z
8e0e-model-53,0.2274,8e0e-model-53_A_Z
8e0e-model-54,0.184,8e0e-model-54_A_Z
8e0e-model-55,0.1133,8e0e-model-55_A_Z
8e0e-model-56,0.0873,8e0e-model-56_A_Z
8e0e-model-57,0.1131,8e0e-model-57_A_Z
8e0e-model-58,0.2065,8e0e-model-58_A_Z
8e0e-model-59,0.2485,8e0e-model-59_A_Z
8e0e-model-6,0.1604,8e0e-model-6_A_Z
8e0e-model-60,0.1109,8e0e-model-60_A_Z
8e0e-model-61,0.1081,8e0e-model-61_A_Z
8e0e-model-62,0.0872,8e0e-model-62_A_Z
8e0e-model-63,0.1732,8e0e-model-63_A_Z
8e0e-model-64,0.1493,8e0e-model-64_A_Z
8e0e-model-65,0.2151,8e0e-model-65_A_Z
8e0e-model-66,0.2413,8e0e-model-66_A_Z
8e0e-model-67,0.1126,8e0e-model-67_A_Z
8e0e-model-68,0.0902,8e0e-model-68_A_Z
8e0e-model-69,0.1298,8e0e-model-69_A_Z
8e0e-model-7,0.1582,8e0e-model-7_A_Z
8e0e-model-70,0.1061,8e0e-model-70_A_Z
8e0e-model-71,0.6723,8e0e-model-71_A_Z
8e0e-model-72,0.2449,8e0e-model-72_A_Z
8e0e-model-73,0.1991,8e0e-model-73_A_Z
8e0e-model-74,0.1282,8e0e-model-74_A_Z
8e0e-model-75,0.3249,8e0e-model-75_A_Z
8e0e-model-76,0.1098,8e0e-model-76_A_Z
8e0e-model-77,0.1958,8e0e-model-77_A_Z
8e0e-model-78,0.2245,8e0e-model-78_A_Z
8e0e-model-79,0.1249,8e0e-model-79_A_Z
8e0e-model-8,0.2084,8e0e-model-8_A_Z
8e0e-model-80,0.1077,8e0e-model-80_A_Z
8e0e-model-81,0.1814,8e0e-model-81_A_Z
8e0e-model-82,0.2322,8e0e-model-82_A_Z
8e0e-model-83,0.2319,8e0e-model-83_A_Z
8e0e-model-84,0.2039,8e0e-model-84_A_Z
8e0e-model-85,0.1159,8e0e-model-85_A_Z
8e0e-model-86,0.2493,8e0e-model-86_A_Z
8e0e-model-87,0.259,8e0e-model-87_A_Z
8e0e-model-88,0.0933,8e0e-model-88_A_Z
8e0e-model-89,0.1992,8e0e-model-89_A_Z
8e0e-model-9,0.1815,8e0e-model-9_A_Z
8e0e-model-90,0.1657,8e0e-model-90_A_Z
8e0e-model-91,0.0891,8e0e-model-91_A_Z
8e0e-model-92,0.217,8e0e-model-92_A_Z
8e0e-model-93,0.1928,8e0e-model-93_A_Z
8e0e-model-94,0.0939,8e0e-model-94_A_Z
8e0e-model-95,0.1389,8e0e-model-95_A_Z
8e0e-model-96,0.096,8e0e-model-96_A_Z
8e0e-model-97,0.1281,8e0e-model-97_A_Z
8e0e-model-98,0.6264,8e0e-model-98_A_Z
8e0e-model-99,0.1167,8e0e-model-99_A_Z
8emr-model-1,0.2085,8emr-model-1_A_Z
8emr-model-10,0.1225,8emr-model-10_A_Z
8emr-model-100,0.2274,8emr-model-100_A_Z
8emr-model-11,0.5489,8emr-model-11_A_Z
8emr-model-12,0.1812,8emr-model-12_A_Z
8emr-model-13,0.1469,8emr-model-13_A_Z
8emr-model-14,0.1242,8emr-model-14_A_Z
8emr-model-15,0.3155,8emr-model-15_A_Z
8emr-model-16,0.1057,8emr-model-16_A_Z
8emr-model-17,0.1869,8emr-model-17_A_Z
8emr-model-18,0.253,8emr-model-18_A_Z
8emr-model-19,0.1467,8emr-model-19_A_Z
8emr-model-2,0.0986,8emr-model-2_A_Z
8emr-model-20,0.1868,8emr-model-20_A_Z
8emr-model-21,0.0799,8emr-model-21_A_Z
8emr-model-22,0.2263,8emr-model-22_A_Z
8emr-model-23,0.1344,8emr-model-23_A_Z
8emr-model-24,0.2788,8emr-model-24_A_Z
8emr-model-25,0.1934,8emr-model-25_A_Z
8emr-model-26,0.0914,8emr-model-26_A_Z
8emr-model-27,0.0847,8emr-model-27_A_Z
8emr-model-28,0.2874,8emr-model-28_A_Z
8emr-model-29,0.1257,8emr-model-29_A_Z
8emr-model-3,0.128,8emr-model-3_A_Z
8emr-model-30,0.1515,8emr-model-30_A_Z
8emr-model-31,0.1056,8emr-model-31_A_Z
8emr-model-32,0.2625,8emr-model-32_A_Z
8emr-model-33,0.1636,8emr-model-33_A_Z
8emr-model-34,0.1758,8emr-model-34_A_Z
8emr-model-35,0.1712,8emr-model-35_A_Z
8emr-model-36,0.2628,8emr-model-36_A_Z
8emr-model-37,0.2216,8emr-model-37_A_Z
8emr-model-38,0.1087,8emr-model-38_A_Z
8emr-model-39,0.0772,8emr-model-39_A_Z
8emr-model-4,0.4427,8emr-model-4_A_Z
8emr-model-40,0.2505,8emr-model-40_A_Z
8emr-model-41,0.1058,8emr-model-41_A_Z
8emr-model-42,0.1651,8emr-model-42_A_Z
8emr-model-43,0.0951,8emr-model-43_A_Z
8emr-model-44,0.2274,8emr-model-44_A_Z
8emr-model-45,0.1275,8emr-model-45_A_Z
8emr-model-46,0.1546,8emr-model-46_A_Z
8emr-model-47,0.2022,8emr-model-47_A_Z
8emr-model-48,0.0682,8emr-model-48_A_Z
8emr-model-49,0.1916,8emr-model-49_A_Z
8emr-model-5,0.2135,8emr-model-5_A_Z
8emr-model-50,0.2109,8emr-model-50_A_Z
8emr-model-51,0.1031,8emr-model-51_A_Z
8emr-model-52,0.1867,8emr-model-52_A_Z
8emr-model-53,0.2632,8emr-model-53_A_Z
8emr-model-54,0.088,8emr-model-54_A_Z
8emr-model-55,0.1637,8emr-model-55_A_Z
8emr-model-56,0.1066,8emr-model-56_A_Z
8emr-model-57,0.0876,8emr-model-57_A_Z
8emr-model-58,0.1102,8emr-model-58_A_Z
8emr-model-59,0.1811,8emr-model-59_A_Z
8emr-model-6,0.1346,8emr-model-6_A_Z
8emr-model-60,0.227,8emr-model-60_A_Z
8emr-model-61,0.1186,8emr-model-61_A_Z
8emr-model-62,0.1472,8emr-model-62_A_Z
8emr-model-63,0.2167,8emr-model-63_A_Z
8emr-model-64,0.1964,8emr-model-64_A_Z
8emr-model-65,0.0771,8emr-model-65_A_Z
8emr-model-66,0.1923,8emr-model-66_A_Z
8emr-model-67,0.1936,8emr-model-67_A_Z
8emr-model-68,0.1224,8emr-model-68_A_Z
8emr-model-69,0.0867,8emr-model-69_A_Z
8emr-model-7,0.1557,8emr-model-7_A_Z
8emr-model-70,0.0708,8emr-model-70_A_Z
8emr-model-71,0.1531,8emr-model-71_A_Z
8emr-model-72,0.0862,8emr-model-72_A_Z
8emr-model-73,0.2787,8emr-model-73_A_Z
8emr-model-74,0.166,8emr-model-74_A_Z
8emr-model-75,0.1055,8emr-model-75_A_Z
8emr-model-76,0.1035,8emr-model-76_A_Z
8emr-model-77,0.2274,8emr-model-77_A_Z
8emr-model-78,0.2158,8emr-model-78_A_Z
8emr-model-79,0.2013,8emr-model-79_A_Z
8emr-model-8,0.1715,8emr-model-8_A_Z
8emr-model-80,0.188,8emr-model-80_A_Z
8emr-model-81,0.0877,8emr-model-81_A_Z
8emr-model-82,0.1442,8emr-model-82_A_Z
8emr-model-83,0.1558,8emr-model-83_A_Z
8emr-model-84,0.1907,8emr-model-84_A_Z
8emr-model-85,0.0612,8emr-model-85_A_Z
8emr-model-86,0.1474,8emr-model-86_A_Z
8emr-model-87,0.1764,8emr-model-87_A_Z
8emr-model-88,0.1612,8emr-model-88_A_Z
8emr-model-89,0.0887,8emr-model-89_A_Z
8emr-model-9,0.1432,8emr-model-9_A_Z
8emr-model-90,0.5436,8emr-model-90_A_Z
8emr-model-91,0.0816,8emr-model-91_A_Z
8emr-model-92,0.1998,8emr-model-92_A_Z
8emr-model-93,0.0991,8emr-model-93_A_Z
8emr-model-94,0.0655,8emr-model-94_A_Z
8emr-model-95,0.0897,8emr-model-95_A_Z
8emr-model-96,0.1613,8emr-model-96_A_Z
8emr-model-97,0.0771,8emr-model-97_A_Z
8emr-model-98,0.0953,8emr-model-98_A_Z
8emr-model-99,0.112,8emr-model-99_A_Z
8emz-model-1,0.0882,8emz-model-1_A_Z
8emz-model-10,0.1024,8emz-model-10_A_Z
8emz-model-100,0.1669,8emz-model-100_A_Z
8emz-model-11,0.2288,8emz-model-11_A_Z
8emz-model-12,0.1599,8emz-model-12_A_Z
8emz-model-13,0.1278,8emz-model-13_A_Z
8emz-model-14,0.1433,8emz-model-14_A_Z
8emz-model-15,0.1713,8emz-model-15_A_Z
8emz-model-16,0.2657,8emz-model-16_A_Z
8emz-model-17,0.2229,8emz-model-17_A_Z
8emz-model-18,0.2888,8emz-model-18_A_Z
8emz-model-19,0.3375,8emz-model-19_A_Z
8emz-model-2,0.2887,8emz-model-2_A_Z
8emz-model-20,0.1409,8emz-model-20_A_Z
8emz-model-21,0.1326,8emz-model-21_A_Z
8emz-model-22,0.2438,8emz-model-22_A_Z
8emz-model-23,0.2521,8emz-model-23_A_Z
8emz-model-24,0.1189,8emz-model-24_A_Z
8emz-model-25,0.1219,8emz-model-25_A_Z
8emz-model-26,0.2312,8emz-model-26_A_Z
8emz-model-27,0.2353,8emz-model-27_A_Z
8emz-model-28,0.05,8emz-model-28_A_Z
8emz-model-29,0.1913,8emz-model-29_A_Z
8emz-model-3,0.0835,8emz-model-3_A_Z
8emz-model-30,0.0459,8emz-model-30_A_Z
8emz-model-31,0.2438,8emz-model-31_A_Z
8emz-model-32,0.102,8emz-model-32_A_Z
8emz-model-33,0.3131,8emz-model-33_A_Z
8emz-model-34,0.0868,8emz-model-34_A_Z
8emz-model-35,0.2415,8emz-model-35_A_Z
8emz-model-36,0.1531,8emz-model-36_A_Z
8emz-model-37,0.2512,8emz-model-37_A_Z
8emz-model-38,0.0727,8emz-model-38_A_Z
8emz-model-39,0.3079,8emz-model-39_A_Z
8emz-model-4,0.1421,8emz-model-4_A_Z
8emz-model-40,0.1196,8emz-model-40_A_Z
8emz-model-41,0.1089,8emz-model-41_A_Z
8emz-model-42,0.2339,8emz-model-42_A_Z
8emz-model-43,0.0895,8emz-model-43_A_Z
8emz-model-44,0.2406,8emz-model-44_A_Z
8emz-model-45,0.1433,8emz-model-45_A_Z
8emz-model-46,0.1214,8emz-model-46_A_Z
8emz-model-47,0.1153,8emz-model-47_A_Z
8emz-model-48,0.1121,8emz-model-48_A_Z
8emz-model-49,0.4624,8emz-model-49_A_Z
8emz-model-5,0.1218,8emz-model-5_A_Z
8emz-model-50,0.1198,8emz-model-50_A_Z
8emz-model-51,0.1506,8emz-model-51_A_Z
8emz-model-52,0.2467,8emz-model-52_A_Z
8emz-model-53,0.0843,8emz-model-53_A_Z
8emz-model-54,0.1405,8emz-model-54_A_Z
8emz-model-55,0.2274,8emz-model-55_A_Z
8emz-model-56,0.1484,8emz-model-56_A_Z
8emz-model-57,0.119,8emz-model-57_A_Z
8emz-model-58,0.0814,8emz-model-58_A_Z
8emz-model-59,0.2467,8emz-model-59_A_Z
8emz-model-6,0.1351,8emz-model-6_A_Z
8emz-model-60,0.2353,8emz-model-60_A_Z
8emz-model-61,0.2765,8emz-model-61_A_Z
8emz-model-62,0.2657,8emz-model-62_A_Z
8emz-model-63,0.1015,8emz-model-63_A_Z
8emz-model-64,0.1175,8emz-model-64_A_Z
